participant,Group,category,category_type,selectedItems,UnselectedItems,TrialTime,corAns,Miss,session
18,APH,things that are round,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are round/dartboard.png', 95.03598403930664], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are round/ferris wheel.png', 96.73151588439941], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are round/globe.png', 99.17157483100891], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are round/ring.png', 101.93288803100586]]",[],22.09496903,4,0,2
18,APH,objects that hold water,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects that hold water/jug.png', 113.82903003692627], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects that hold water/kettle.png', 114.67948698997498], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects that hold water/bottle.png', 123.11719799041748]]",[],24.59166789,3,0,2
18,APH,musical instruments,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//musical instruments/clarinet_3.png', 137.5584750175476], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//musical instruments/tambourine.png', 142.5024139881134], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//musical instruments/piano.png', 143.63711595535278], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//musical instruments/sitar.png', 145.1887538433075]]",[],20.94838595,4,0,2
18,APH,dangerous animals,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/lobster 3.png', 159.8189148902893], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/bear.png', 161.38201999664307], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/lion.png', 164.35899806022644], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/scorpion.png', 167.6306459903717], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/cobra.png', 168.3186318874359]]",[],20.94864511,4,1,2
18,APH,things that are green,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are green/van.png', 179.15872192382812], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are green/pear.png', 180.4794979095459], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are green/lime.png', 181.50267887115479], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are green/cabbage.png', 182.20020699501038]]",[],10.14466,4,0,2
18,APH,things that are blue,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are blue/chair.png', 190.1674530506134], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are blue/ice hockey player.png', 192.08520698547363], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are blue/bulb.png', 193.30293893814087], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are blue/helmet.png', 196.32780599594116]]",[],13.59334302,4,0,2
18,APH,things that are soft,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft/teddy.png', 204.34236001968384], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft/polar bear.png', 211.17603397369385], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft/candy floss.png', 214.4477138519287], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft//not/woman.png', 217.0405478477478], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are soft//not/blocks.png', 221.8249490261078]]",[],28.09338093,3,2,2
18,APH,insects,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//insects/dragonfly1.png', 233.5684459209442], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//insects/beetle.png', 235.20805406570435], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//insects/insect.png', 238.28857588768005], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//insects/ladybugs.png', 239.1768560409546]]",[],17.19889498,4,0,2
18,APH,objects found in the laundry room,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects found in the laundry room/detergent.png', 248.5371868610382], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects found in the laundry room/iron.png', 258.13794589042664], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects found in the laundry room/ironing board.png', 261.23757791519165], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects found in the laundry room/wringer.png', 275.9284448623657]]",[],36.71158791,4,0,2
18,APH,fruit,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/avocado.png', 284.62686800956726], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/starwberry.png', 286.23402190208435], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/apple.png', 290.05226588249207], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/melon.png', 299.59105801582336]]",[],21.80907989,4,0,2
18,APH,things that are orange,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are orange/toy fish.png', 307.80337405204773], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are orange/hand.png', 308.84506487846375], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are orange/petrol can.png', 310.38783383369446], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are orange/tiger.png', 315.795902967453]]",[],25.29397297,4,0,2
18,APH,things that are very large,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are very large/world.png', 337.4531018733978], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are very large/elephant.png', 339.51122188568115], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are very large/airplane.png', 347.21455001831055], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are very large/skyscraper 2.png', 352.38466906547546]]",[],30.21329403,4,0,2
18,APH,clothes,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//clothes/life vest.png', 364.5074779987335], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//clothes/skirt and top.png', 368.7761309146881], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//clothes/jumper.png', 370.54365396499634], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//clothes/shorts2.png', 372.1274290084839]]",[],17.044765,4,0,2
18,APH,vegetables,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/potatoes.png', 380.7490248680115], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/carrot.png', 382.7998778820038], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/brocolli.png', 385.6678969860077], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//vegetables/cabbage 2.png', 389.66264295578003]]",[],18.96276188,4,0,2
18,APH,things that are brown,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are brown/chopping board 15.png', 400.1249120235443], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are brown/bear.png', 408.06235003471375], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are brown/basket2.png', 410.03095602989197], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are brown/shoe.png', 421.28747391700745]]",[],32.79553699,4,0,2
18,APH,things with doors,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/car.png', 432.88023805618286], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/barn.png', 435.6772389411926], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/telephone box.png', 438.41219305992126], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/garage.png', 442.3975398540497]]",[],22.94921803,4,0,2
18,APH,things with handles,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with handles/bucket.png', 465.34529089927673], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with handles/bags.png', 466.2818069458008], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with handles/pots.png', 467.8810439109802]]",[],29.06297898,3,0,2
18,APH,non food things found in the kitchen,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//non food things found in the kitchen/jug.png', 492.38599705696106], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//non food things found in the kitchen/rolling pin.png', 496.97099590301514], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//non food things found in the kitchen/spoon.png', 498.019278049469], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//non food things found in the kitchen/kettle.png', 500.34372997283936]]",[],25.58628511,4,0,2
18,APH,tools,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//tools/trowel.png', 511.63469791412354], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//tools/pliers.png', 512.3831038475037], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//tools/wrenches.png', 518.1395418643951], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//tools/spring clamp.png', 521.8597090244293]]",[],18.04582,4,0,2
18,APH,home appliances,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//home appliances/tumble dryer.png', 527.4280190467834], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//home appliances/fridge.png', 533.3954219818115], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//home appliances/microwave_7.png', 534.4914100170135], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//home appliances/cooker.png', 536.3954770565033], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//home appliances//not/bucket.png', 542.5724608898163]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//home appliances//not/bucket.png', 543.5251660346985]]",22.19258809,4,0,2
18,APH,animals with stripes,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//animals with stripes/sheephead.png', 549.4853789806366], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//animals with stripes/tapir.png', 550.3730599880219], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//animals with stripes/bee.png', 553.3320050239563], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//animals with stripes/cat stripes.png', 556.6367259025574]]",[],19.46085095,4,0,2
18,APH,long thin objects,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/file.png', 570.3289330005646], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects//not/970801_4226_2100_oslp.png', 571.6531498432159], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/grabber.png', 579.0289928913116], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/paintbrush 1.png', 580.5013110637665], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/sculpture 54.png', 584.6224429607391]]",[],24.81205297,4,1,2
18,APH,objects used for transportation,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects used for transportation/car.png', 595.2295708656311], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects used for transportation/train.png', 595.8707909584045], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects used for transportation/boat.png', 597.550833940506], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects used for transportation/bike.png', 604.5739288330078]]",[],33.445755,4,0,2
18,APH,things that fly,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//things that fly/Macaw parrot.png', 627.9119229316711], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//things that fly/owl.png', 629.8229749202728], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//things that fly/bird2.png', 630.7772200107574], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//things that fly/bird.png', 637.1841568946838]]",[],30.2544651,4,0,2
18,APH,birds,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//birds/seagull 2.png', 658.6244900226593], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//birds/owl.png', 663.6104609966278], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//birds/parrot.png', 667.4949069023132], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//birds/hen.png', 668.2795479297638]]",[],20.17846084,4,0,2
18,APH,things made of wood,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood/skateboard.png', 678.8515908718109], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood//not/horse head 3.png', 679.913498878479], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood/pipe.png', 682.297837972641], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood/opping board.png', 683.9200489521027], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood//not/jug.png', 685.129499912262], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood/sledge.png', 689.4565389156342]]",[],17.73022795,4,2,2
18,APH,things that are red,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are red/pepper.png', 698.2336330413818], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are red/strawberry.png', 699.4581439495087], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are red/chair.png', 700.2285978794098], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are red/motorbike.png', 702.2256948947906]]",[],13.79755282,4,0,2
18,APH,things that are white,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are white/suit.png', 709.8587968349457], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are white/hen.png', 711.067409992218], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are white/cat.png', 712.8849658966064], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are white/phone.png', 713.5548989772797]]",[],12.40888,4,0,2
18,APH,small objects,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//small objects/tablets.png', 722.8398678302765], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//small objects/microschip.png', 724.1152579784393], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//small objects/buttons.png', 728.8771479129791], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//small objects/coin.png', 732.4993689060211]]",[],22.83420897,4,0,2
20,PD,animals that live in water,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//animals that live in water/maine-lobster.png', 264.74045586586], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//animals that live in water/seahorse 1.png', 266.02018189430237], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//animals that live in water/Sea Lion.png', 275.3564028739929], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//animals that live in water/killer-whale.png', 281.6451368331909]]",[],26.88035297,4,0,1
20,PD,clothes,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//clothes/dress.png', 300.0700738430023], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//clothes/cargo trousers.png', 304.9746849536896], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//clothes/skirt and top.png', 306.8448338508606], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//clothes/skirt2.png', 307.86509799957275]]",[],25.920439,4,0,1
20,PD,home appliances,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//home appliances/cooker.png', 317.5973289012909], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//home appliances/tumble dryer.png', 320.7213668823242], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//home appliances/food processor.png', 327.2579038143158], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//home appliances/hand whisk.png', 330.19302797317505]]",[],28.86806798,4,0,1
20,PD,things that fly,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//things that fly/owl.png', 344.9843428134918], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//things that fly/plane.png', 352.4079909324646], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//things that fly/helicopter.png', 361.64771485328674], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//things that fly/Macaw parrot.png', 363.64323592185974]]",[],25.18760204,4,0,1
20,PD,things that are red,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are red/china flag.png', 384.4315438270569], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are red/sweet.png', 386.00803685188293], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are red/pepper.png', 388.85624980926514], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are red/bucket.png', 389.5128619670868]]",[],25.34660316,4,0,1
20,PD,objects found in the laundry room,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects found in the laundry room/detergent.png', 397.4969530105591], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects found in the laundry room/iron.png', 401.26275992393494], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects found in the laundry room/washing machine.png', 404.2668888568878], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//objects found in the laundry room/washing basket.png', 411.6089448928833]]",[],20.71542716,4,0,1
20,PD,birds,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//birds/swan.png', 421.35610580444336], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//birds/emu.png', 425.52179980278015], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//birds/bird2.png', 426.8416340351105], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//birds/bird.png', 428.95910000801086]]",[],20.74144006,4,0,1
20,PD,long thin objects,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/long dagger.png', 443.7338488101959], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/Lampost.png', 446.18691301345825], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects/grabber.png', 449.85407400131226], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects//not/970801_2963_3018_oslp.png', 463.79552698135376], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//long thin objects//not/zip.png', 465.81078600883484]]",[],33.82484078,3,2,1
20,PD,things that are very large,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are very large/airplane.png', 474.1638979911804], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are very large//not/rodent.png', 481.3322389125824], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are very large/pyramid.png', 483.58799290657043], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are very large/church.png', 484.62247800827026], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are very large/skyscraper 2.png', 493.48492789268494]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are very large//not/rodent.png', 489.33946800231934]]",36.93963885,4,0,1
20,PD,dangerous animals,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/hippo.png', 509.62165093421936], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/cobra.png', 513.4863889217377], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/shark.png', 515.3890779018402], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals//not/cockroach.png', 520.8899660110474], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//dangerous animals/lion.png', 525.2933859825134]]",[],31.51844502,4,1,1
20,PD,things that are blue,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are blue/boots.png', 541.621778011322], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are blue/whistle.png', 552.9902439117432], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are blue/bottle.png', 554.3748569488525], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are blue/chair.png', 571.6167240142822]]",[],44.49870491,4,0,1
20,PD,things that are brown,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are brown/bench.png', 583.9564030170441], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are brown/basket.png', 585.7509379386902], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are brown/shoe.png', 586.7912218570709], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are brown/football.png', 591.4559760093689]]",[],13.67226791,4,0,1
20,PD,insects,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//insects/bees.png', 597.9763979911804], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//insects/dragonfly1.png', 599.8007748126984], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//insects/insect.png', 604.0243349075317], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//insects/butterfly.png', 606.5182240009308]]",[],19.72940993,4,0,1
20,PD,things with doors,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/garage.png', 621.1442940235138], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/barn.png', 624.7608919143677], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/telephone box.png', 625.9692950248718], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things with doors/model village.png', 628.4728088378906]]",[],18.14343405,4,0,1
20,PD,things made of wood,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood/arrows and quiver.png', 636.3375489711761], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood/skateboard.png', 648.6262860298157], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood/opping board.png', 653.7304508686066], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood/arrows and quiver.png', 671.8208048343658]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things made of wood/arrows and quiver.png', 638.1836528778076]]",42.88349199,3,0,1
20,PD,small objects,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//small objects/coin.png', 683.8996829986572], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//small objects/pins.png', 696.7555828094482], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//small objects/matches.png', 698.5556440353394], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//small objects/microschip.png', 708.9414019584656]]",[],39.45586014,4,0,1
20,PD,things that are yellow,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are yellow/rubber duck.png', 718.6281728744507], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are yellow/bus.png', 720.9093458652496], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are yellow//not/birdhouse.png', 734.3995978832245], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are yellow/torch.png', 737.6218638420105], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are yellow/receipt.png', 743.5542109012604]]",[],33.47473788,4,1,1
20,PD,things that are round,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are round/ferris wheel.png', 755.0636298656464], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are round/cake.png', 758.01207280159], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are round/cd.png', 761.3337059020996], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are round/globe.png', 777.2381799221039]]",[],31.99110985,4,0,1
20,PD,musical instruments,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//musical instruments/piano.png', 783.6317420005798], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//musical instruments/sitar.png', 785.0229279994965], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//musical instruments//not/teaspoon.png', 791.0289888381958], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//musical instruments/maracas_3.png', 793.8630678653717], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//musical instruments/guitar2.png', 796.797120809555]]",[],25.08313608,4,1,1
20,PD,tools,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//tools/wire cutter.png', 808.9116759300232], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//tools/axe.png', 810.9688868522644], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//tools/staple gun.png', 812.4231560230255], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//tools/wrenches.png', 813.3363199234009]]",[],21.24168682,4,0,1
20,PD,things that are green,LD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are green/artichoke.png', 830.515811920166], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are green/clock.png', 831.8889088630676], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are green/kiwi.png', 832.8809030056], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are green/weights.png', 834.1123208999634], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are green//not/car.png', 842.6252529621124], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are green//not/strawberry.png', 845.7725458145142], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/LD//things that are green//not/glove.png', 853.3863208293915]]",[],28.13927102,4,3,1
20,PD,farm animals,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//farm animals/sheep.png', 859.2345759868622], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//farm animals/horse.png', 861.3212668895721], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//farm animals/turkey.png', 862.4308969974518], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//farm animals/cow.png', 863.7295529842377]]",[],21.14600396,4,0,1
20,PD,fruit,HD,"[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/watermelon.png', 879.914776802063], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/apple.png', 899.4350910186768], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/apple.png', 911.0210778713226], [u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/starwberry.png', 912.6907539367676]]","[[u'/Users/jacksantossilva/Dropbox/GridExperiment/categories/HD//fruit/apple.png', 901.010735988617]]",39.76871896,3,0,1
